,source,target
493464,if you know please tell me this is no stupid quiz show!,if you know this please tell me this is not a silly pecking contest!
298652,then she took him gently by the penis and pulled him to the ground.,she took hold of it gently then suddenly harder using her hold to bring him down to ground level.
20256,(all right boss you can fuck it up.,(okay boss louse it up.
392394,what the hell is that thing?!,what the hell kind of thing is that?
3582,i like to talk to shirley and besides don't you have something like an olympic gold medal from your mouth on your shit?,i find shirley very easy to talk to and besides aren't you supposed to have like an olympic gold medal in jibber-jabber?
206110,cut the crap herb.,stop messing around herb.
63201,stop. don't move fatty.,don't move fatty.
22944,oh damn four missed calls.,hell four missed calls.
429024,he'll drown in his own blood!,they'll pay with their own blood.
27278,she is a brunette with blond pussy hel.,he's blond with black hair hel.
201372,you're irresponsible unfocused.,you're irresponsible you're not focused.
67125,go ahead shoot.,go ahead ask.
511995,he said... that was the best damn barbecue he ever had.,he said... it was the best barbecue he's ever eaten.
329939,the kicksey-winsey is a masheen.,the kicksey-winsey is a machine.
30484,a ξncercat he kill me?,you think he tried to kill me?
532367,he had decided that these foreigners were going to die and he was savoring the vague prospect.,he had already decided the strangers were to die and he relished the prospect.
156580,so the movie is over and they start talking about marriage and how stupid they are.,so the movie's over and they all start talking about their marriages and how miserable they are.
292698,we're going to have sex.,are we having sex?
326114,the only solution may be to destroy them.,extermination may be our only alternative.
311838,he probably lives where he kills.,most likely he lives near where he kills.
367949,this man was a middle figure and his face was dark like a black big mouth almost without lips spider hands long narrow feet and crooked legs.,he had a large almost lipless mouth extraordinary lank arms long thin feet and bow-legs and stood with his heavy face thrust forward staring at us.
75677,are you sure she has to die?,are you sure he must die?
96064,batshit crazy but she's a good chick.,she's a tough but good girl.
55441,shut up nobody's going to faint.,shut it no one passes out in a--
266163,we don't want anything more than to knock you out.,we'd like nothing more than to be able to rule you out.
289534,he's the man who tried to kill you at reordan's lodgings.,the man who tried to kill reordan's dwelling.
177656,she reeked into one of the dirtiest handkerchiefs i had ever seen.,she blew her nose again on one of the dirtiest handkerchiefs i ever saw.
423711,ninety per cent of female pheromones are based on a teat.,ninety percent of a woman's pheromones come out the top of her head.
219071,"""don't do this don't do this don't kill her shave "" and if i have one more objection i'm sure he's biting his nails.","""don't do this don't do that don't kill her your turn to shave"" and if i'd had one more argument about who was biting their fingernails..."
40613,all right 'cause the dinosaur to kill evan's wife is in that truck.,good because the dinosaur that's supposed to kill evan's wife is inside that truck.
328682,life sucks.,tough life.
172624,look i don't like this. it's ridiculous.,look i don't like the way it is.
486040,pull up the gun and pull the trigger.,you aim the gun then pull the trigger.
454481,oh goddamn iphones.,hell of an iphone.
58049,you want to say sorry.. come on pussy cat pussy cat where have you been?,you want to apologize... come on kitty kitty where have you been?
371124,i knew her well enough to hate her guts.,i knew her well enough to hate her.
393998,it has to be seared in a pan.,and fry on the pan.
375934,oh shit he ate my bathing suit.,oh crud. he ate my suit.
574432,what an asshole!,what a tosser!
431038,how about they catch me with my hands around your neck?,what if they caught me with their hands on your neck?
191502,damn it he wouldn't be able to breathe.,hell he won't be able to breathe.
93678,it was just a number. to film your own murder.,the guy faked his own murder.
384465,nice fucking costume.,it's a very nice costume.
411207,just a little wrestling in the garbage.,just a little dumpster wrestling.
198760,what kind of man is trying to cut women up,what kind of guy tries to woo a woman
419960,otherwise he could have died in her belly.,otherwise she died in the womb.
247915,"what are you gonna do? ""fuck shit up!",what are you gonna do?
142556,our damn bus stop was moved.,fair enough. mark they've moved the bus stop.
103754,you can hit jane!,you might hit jane!
389769,he'd chopped them down so that they could never use their powers for evil again.,he cut them up so perfectly they would never be able to use their forces for evil.
83102,you guys have no idea the shit he's done.,you have no idea what he's done.
499742,i put you on that truck to get rid of you.,i put you on that truck so i wouldn't have to deal with you.
441497,as if i had two sons instead of one freak!,it's like i have two sons not one freak!
356444,get down on your knees and open your mouth.,open your mouth and open your mouth.
491914,why don't you shut up!,why don't you be quiet!
411002,i wouldn't kill you if i wasn't desperate.,i would not ask you if i wasn't desperate.
171818,"""your father was a damn smart guy.""","""your dad was a clever man."""
170244,the last time i saw him was when he was kicked in the head by a pony.,i haven't seen him in such a state since he was kicked in the head by a polo pony.
