,source,target
64315,father just cut me out.,father just get me out.
476588,are you all out of your mind?,have you all taken leave of your senses?
110505,it looks as though he was still holding his machete under his blanket ready to pull it out and kill her at any time.,it looks as if underneath his mantle he's always gripping his machete ready to draw it to kill anytime.
405008,tm all tied up and they're going to kill me!,"""i'm tied up and they're trying to kill me!"
21456,he must have more balls to smash.,must have more mixers to break.
552782,my career and this damn case.,my career and this bloody case.
150541,if you do not capitulate immediately we will open fire.,surrender immediately or we will open fire.
85419,the sheikh had a common father but ali's mother was a black slave off the west coast.,the sheik and ali ben kadin had had the same father but ali ben kadin's mother had been a slave -- a west coast negress.
284104,diablo cody's at our house and i have some shit on my head.,diablo cody is in my house and my face is a crusty pukefest.
316721,i can't take you to death.,i cannot give you over to die.
175470,what's your fuckin' problem man?,what is your problem?
441744,she's dating a pothead!,he's dating a junkie!
468002,she's just a little abrasion.,sure. just a minor abrasion.
554701,that's the third time this week i've nearly killed that innocent girl.,this is the third time this week i nearly killed an innocent little girl.
465015,how the hell did you get up here?,how did you get here?
279047,bean looked at her like she was crazy.,bean looked at her as if crazy.
444832,but after this we can grab a beer and you can tell me what it's like to be a loser.,but when we're done here we can go for a beer and tell me what it's like to keep losing.
430252,but i guess that's like asking a bear to shit in a toilet.,but it's like trying to get a bear to eat in the toilet.
522448,some of those little bitches who come in here they come in here.,some of these young cats that come in here they get overwhelmed.
284750,we're screwed.,we're done for.
5200,let's get miss nurse and hit it.,let's pack up nurse betty and hit the road.
11141,it sounds stupid but it's true.,i know that sounds terrible but it's true.
453023,it would console me to see us screwing.,it pleases me to see us all.
105058,the guys in the back got a bet that i don't have the balls to get the phone out of you.,my boys back there bet me i didn't have the stonesto get your phone number.
204586,they know i killed the speaker of zetre.,they know i killed the spokesman for zetrov.
97044,well they're going to die.,that's how they die.
29060,shoot this.,take a shot.
192795,damn the name escapes me but it's got a yellow awning out front.,hell i can't remember the name but it has a yellow marquee on the front.
297416,"you see this? ""miss me?"" in the house with megan are you fuckin' crazy?","hey ""do i miss you?"" here when megan is here?"
491689,you two point and shoot.,you two take aim and fire.
292834,selma the food was dirty the movie was stupid and he didn't get it.,the movie was awful and he didn't get anything.
447713,and we are useless if we don't have access to the gate.,it will make us useful as long as we have no access to the gate.
503279,white men no longer make safari.,a white man no longer a safari.
97145,fuck it all!,everything!
286008,magicians are repulsive.,magicians are repentant.
182942,that's why he's basically a crazy scientist...... worse than his typical option.,see you doc. that is why in general a mad scientist is less desirable... than a garden-variety scientist.
48275,you know we fear you more than lynching.,you know we're more scared of you than some lynch mob.
454504,fucking let the bloke go!,let the man go!
117258,brian what the hell?,brian what the deuce?
106196,mom get off of my fucking back.,mom leave me alone.
157834,the five of you are in big fucking trouble!,you five are in big trouble.
570005,it's always your fault nigger.,it is your fault man. it's always your fault.
359839,hey yo! we gotta get our shit together tugg!,hey pull yourself together tugg!
326539,do you know that scum?,you know the pariah?
500367,he'll see how great i look and make him crazy.,i can show him how great i look and rub his face in it. there you go.
328136,if you kiss her here... she won't die.,if she kisses her here...... she won't die.
5756,and by the way women kill for eyebrows like that.,and by the way women would give anything for such an eyebrow.
510227,that rotten son of a...,that conniving son...
34785,ever since i fucked nick...,ever since me and nick shagged...
413123,been stabbed to death.,he was stabbed to death.
501056,hit him hamid.,that jab hamid.
25255,he coulda just whipped his ass like we always do.,all he had to do was break his mouth like we always did.
462664,think about this next time you let that dandy man put his hand in your skirt.,next time make up your mind when you've got one of those moves on your skirt.
